ID,SMILES,CAS
D0739,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,56180-94-0 
D0740,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21,124832-26-4
D0741,Brc1c(NC2=NCCN2)ccc2nccnc12,59803-98-4 
D0742,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,93479-97-1 
D0743,C[C@@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,90357-06-5 
D0744,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,97240-79-4 
D0745,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,95058-81-4 
D0746,CC(C)c1ccc2oc3nc(N)c(C(=O)[O-])cc3c(=O)c2c1,68302-57-8 
D0747,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,101828-21-1
D0748,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)[O-])C[C@H]2CCCC[C@@H]21,87679-37-6 
D0749,CC(C)(C(=O)[O-])c1ccc([C@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,138452-21-8
D0750,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,120511-73-1
D0751,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,107753-78-6
D0752,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,96946-41-7 
D0753,NCCCC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-],129318-43-0
D0754,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,134678-17-4
D0755,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,97682-44-5 
D0756,C[N+](C)(C)CC(=O)[O-],107-43-7 
D0757,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,106133-20-4
D0758,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,82034-46-6 
D0759,Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,132539-06-1
D0760,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)[O-],144060-53-7
D0761,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,130209-82-4
D0762,Nc1nc2ccc(OC(F)(F)F)cc2s1,1744-22-5
D0763,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,118292-40-3
D0764,CC(C)C[C@@H](N(C)C)C1(c2ccc(Cl)cc2)CCC1,106650-56-0
D0765,CC(C)(C(=O)[O-])c1ccc([C@@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,138452-21-8
D0766,Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,39809-25-1 
D0767,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,132875-61-7
D0768,CC(C)C[C@H](N(C)C)C1(c2ccc(Cl)cc2)CCC1,106650-56-0
D0769,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23,100986-85-4
D0770,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,129618-40-2
D0771,Nc1ccn(C[C@@H](CO)OCP(=O)([O-])[O-])c(=O)n1,113852-37-2
D0772,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)[O-])C1)c1sccc1C,115103-54-3
D0773,CCCN(CCC)CCc1cccc2c1CC(=O)N2,91374-21-9 
D0774,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,155213-67-5
D0775,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,81409-90-7 
D0776,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)[O-])C(C)C,137862-53-4
D0777,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,54965-21-8 
D0778,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,123948-87-8
D0779,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)[O-])cn(C4CC4)c3c2F)C[C@H](C)N1,110871-86-8
D0780,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,72432-03-2 
D0781,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,84371-65-3 
D0782,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)[O-])cc21,113806-05-6
D0783,COc1cc2c(cc1OC)C(=O)[C@@H](CC1CCN(Cc3ccccc3)CC1)C2,120014-06-4
D0784,Cc1c(F)c(N2CCN[C@@H](C)C2)cc2c1c(=O)c(C(=O)[O-])cn2C1CC1,119914-60-2
D0785,Cc1cn[nH]c1,7554-65-6
D0787,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-],134523-00-5
D0788,NC(=O)C[S@@](=O)C(c1ccccc1)c1ccccc1,68693-11-8 
D0789,NC(=O)[C@@H]1CSSCCC(=O)N[C@@H](CCCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N2CCC[C@H]2C(=O)N1,148031-34-9
D0790,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(COc1ccc(C[C@H]3SC(=O)NC3=O)cc1)O2,97322-87-7 
D0791,CC(C)Cn1cnc2c(N)nc3ccccc3c21,99011-02-6 
D0792,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,112809-51-5
D0793,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1,145599-86-6
D0794,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)[O-],135062-02-1
D0795,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,107868-30-4
D0796,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,138402-11-6
D0797,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,121679-13-8
D0798,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,96829-58-2 
D0799,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,139264-17-8
D0800,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,124937-51-5
D0801,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,50-35-1
D0802,NS(=O)(=O)Cc1noc2ccccc12,68291-97-4 
D0804,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,84449-90-1 
D0805,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,138890-62-7
D0806,C[C@@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C,131918-61-1
D0807,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,123441-03-2
D0808,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,146939-27-7
D0809,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,158966-92-8
D0810,COc1ccc(C[C@H](C)NC[C@@H](O)c2ccc(O)c(NC=O)c2)cc1,73573-87-2 
D0811,C[C@@H]1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCN=C(N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)[O-])C1,74863-84-6 
D0812,O=P([O-])([O-])C(O)(Cc1cccnc1)P(=O)([O-])[O-],105462-24-6
D0813,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,34391-04-3 
D0814,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)[O-])cc1,144701-48-4
D0815,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,151319-34-5
D0816,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,73963-72-1 
D0817,CN(C)CCOC(=O)[C@@H](c1ccccc1)C1(O)CCCC1,204990-63-6
D0818,C[C@@H]1CCN(C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)c2cccc3c2NC[C@H](C)C3)[C@@H](C(=O)[O-])C1,74863-84-6 
D0819,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)[O-])C(C)(C)CCC1,5300-03-8
D0820,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,56124-62-0 
D0821,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,154361-50-9
D0822,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,75706-12-6 
D0823,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)[O-],144494-65-5
D0824,C=C1CC[C@@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,67-97-0
D0825,CCc1ccc(CCOc2ccc(C[C@@H]3SC(=O)NC3=O)cc2)nc1,111025-46-8
D0826,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,115256-11-6
D0827,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)[O-])cn3C2CC2)C[C@@H]1CN,175463-14-6
D0828,Cc1cnc(N/C(O)=C2/C(=O)c3ccccc3S(=O)(=O)N2C)s1,71125-38-7 
D0829,CCCCCCCCCCCCCCCCCCCCCCO,661-19-8 
D0830,NCC(=O)CCC(=O)[O-],106-60-5 
D0831,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,154598-52-4
D0832,COCCCOc1ccnc(C[S@](=O)c2nc3ccccc3[nH]2)c1C,117976-89-3
D0833,COc1ccnc(C[S@@](=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,102625-70-7
D0834,C[C@@H]1O[C@@]2(CS1)CN1CCC2CC1,107233-08-9
D0835,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,27262-47-1 
D0836,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,169590-42-5
D0837,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,161814-49-9
D0838,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,28721-07-5 
D0839,CN1CCC[C@@H]1Cc1c[nH]c2cc(CCS(=O)(=O)c3ccccc3)ccc12,143322-58-1
D0840,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,59865-13-3 
D0841,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,61379-65-5 
D0842,Cn1nnc2c(C(N)=O)ncn2c1=O,85622-93-1 
D0843,CC[C@@H](C(N)=O)N1CCCC1=O,102767-28-2
D0844,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1N=C(N)N,139110-80-8
D0845,Cc1cccc([C@H](C)c2cnc[nH]2)c1C,113775-47-6
D0846,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,162011-90-7
D0847,C=C(c1ccc(C(=O)[O-])cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,153559-49-0
D0848,COc1ccccc1OC[C@H](O)CO,93-14-1
D0849,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,34580-13-7 
D0850,CCc1ccc(CCOc2ccc(C[C@H]3SC(=O)NC3=O)cc2)nc1,111025-46-8
D0851,CC(C)/N=C(N)/N=C(\N)Nc1ccc(Cl)cc1,500-92-5 
D0852,Cc1cccn2c(=O)c(-c3nn[nH]n3)cnc12,69372-19-6 
D0853,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,53123-88-9 
D0854,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,151096-09-2
D0855,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,67392-87-4 
D0856,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,122852-42-0
D0857,Oc1ccc(O)cc1,123-31-9 
D0858,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-],51-48-9
D0859,COc1cc2nc(N(C)CCCNC(=O)[C@@H]3CCCO3)nc(N)c2cc1OC,81403-80-7 
D0860,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,165800-03-3
D0861,CC(C)[C@H](N)C(=O)OC[C@@H](CO)OCn1cnc2c(=O)nc(N)[nH]c21,175865-60-8
D0862,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,191114-48-4
D0863,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](O)[C@@H](O)[C@H]3O)c2n1,220347-05-7
D0864,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)[O-])cn3C2CC2)C[C@H]1CN,175463-14-6
D0865,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,100643-71-8
D0866,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,54048-10-1 
D0867,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,120287-85-6
D0868,[H]/N=C(\NCCCCC)N/N=C/c1c[nH]c2ccc(OC)cc12,145158-71-0
D0869,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)[O-])CC1,105816-04-4
D0870,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,192725-17-0
D0872,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O,157283-68-6
D0873,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,58-00-4
D0874,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,137234-62-9
D0875,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)[O-])c3C[C@H]2C[C@H]1O,81846-19-7 
D0876,CCNC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,155206-00-1
D0877,COc1ccccc1OC[C@@H](O)CO,93-14-1
D0878,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,144689-63-4
D0879,COc1cc2nc(N(C)CCCNC(=O)[C@H]3CCCO3)nc(N)c2cc1OC,81403-80-7 
D0880,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,147536-97-8
D0881,CC[C@@H]1/C=C(/C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,137071-32-0
D0882,CC(C)[C@H](N)C(=O)OC[C@H](CO)OCn1cnc2c(=O)nc(N)[nH]c21,175865-60-8
D0883,C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12,164656-23-9
D0884,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N(C)[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,183552-38-7
D0885,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)[O-])c4)C3)[C@H](C)[C@H]12,153832-46-3
D0886,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,181695-72-7
D0887,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S@](=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,129453-61-8
D0888,CO[C@H]1O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O[C@H]3O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O[C@H]5O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)O)[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)O)[C@H]3NS(=O)(=O)O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H](O)[C@H]1NS(=O)(=O)O,104993-28-4
D0889,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,72599-27-0 
D0890,COc1c(N2CCN[C@H](C)C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,112811-59-3
D0891,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,80621-81-4 
D0892,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-],287714-41-4
D0893,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,171596-29-5
D0894,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,135729-61-2
D0895,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,184475-35-2
D0896,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12,224785-90-4
D0897,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,83015-26-3 
D0898,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,116539-59-4
D0899,CC(=O)NCCCS(=O)(=O)O,77337-76-9 
D0900,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,129722-12-9
D0901,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,107724-20-9
D0902,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,163222-33-1
D0903,CC(C)C[C@H](CN)CC(=O)[O-],148553-50-8
D0904,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,142340-99-6
D0905,CCCCCN(C)CCC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-],114084-78-5
D0906,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,138729-47-2
D0907,C[C@]12C[C@@H]3C[C@](C)(C1)C[C@@](N)(C3)C2,19982-08-2 
D0908,COc1ccccc1OC[C@@H](O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,95635-55-5 
D0909,COc1c(N2CCN[C@@H](C)C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,112811-59-3
D0911,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,143491-57-0
D0912,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1,235114-32-6
D0913,COc1ccccc1OC[C@H](O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,95635-55-5 
D0914,CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,226700-79-4
D0915,C[C@@H](O[C@H]1OCCN(Cc2nc(=O)[nH][nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,170729-80-3
D0916,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,603-50-9 
D0917,NC1=NC[C@H]2c3ccccc3Cc3ccccc3N12,80012-43-7 
D0918,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)[O-])C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)[O-])C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,103060-53-3
D0919,O=C(O[C@@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,47608-32-2 
D0920,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,179324-69-7
D0922,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,166663-25-8
D0923,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,126544-47-6
D0924,Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1,91714-94-2 
D0925,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,123318-82-1
D0926,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,226256-56-0
D0927,Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2,210101-16-9
D0928,C[C@@H](O)C(=O)[O-],50-21-5
D0929,O[C@@H](CNC[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,118457-14-0
D0930,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,183321-74-6
D0931,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)[O-])CC[C@@]1(C)c1cccc(O)c1,156053-89-3
D0932,CC#CC[C@H](C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)[O-])C[C@H]2C[C@H]1O,78919-13-8 
D0933,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,196597-26-9
D0934,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,2353-33-5
