ID,SMILES,CAS
D0254,CCC[C@@](C)(COC(N)=O)COC(=O)NC(C)C,78-44-4
D0255,CCC[C@](C)(COC(N)=O)COC(=O)NC(C)C,78-44-4
D0256,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,58-93-5
D0257,CSc1ccc2c(c1)N(CC[C@H]1CCCCN1C)c1ccccc1S2,50-52-2
D0258,CN(C)CCCN1c2ccccc2CCc2ccccc21,50-49-7
D0259,CN1CC[C@@H](CN2c3ccccc3Sc3ccccc32)C1,1982-37-2
D0260,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,71-58-9
D0261,CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1,16505-84-3 
D0262,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2O,434-22-0 
D0263,NNCCc1ccccc1,51-71-8
D0264,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,147-20-6 
D0265,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,135-09-1 
D0266,CN1CC[C@H](CN2c3ccccc3Sc3ccccc32)C1,1982-37-2
D0267,Cc1cc(C(=O)NNCc2ccccc2)no1,59-63-2
D0268,CCOP(=O)(OCC)SCC[N+](C)(C)C,6736-03-4
D0269,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,7187-62-4
D0270,O[C@@](CCN1CCCCC1)(c1ccccc1)[C@H]1C[C@H]2C=C[C@@H]1C2,514-65-8 
D0271,O=[N+]([O-])O[C@H]1CO[C@@H]2[C@H](O[N+](=O)[O-])CO[C@H+15]12,87-33-2
D0273,CCN(Cc1ccncc1)C(=O)[C@H](CO)c1ccccc1,1508-75-4
D0274,Cc1cccc(C)c1NC(=O)[C@H]1CCCCN1C,96-88-8
D0275,CN(C)CC[C@@](O)(c1ccccc1)c1ccccc1Cl,791-35-5 
D0276,NS(=O)(=O)c1cc2c(cc1Cl)NC(CSCc1ccccc1)=NS2(=O)=O,91-33-8
D0277,O=[P@]1(N(CCCl)CCCl)NCCCO1,50-18-0
D0278,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,52-01-7
D0279,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)N[C@H](Cc1ccccc1)NS2(=O)=O,73-48-3
D0280,O=c1[nH]cc(F)c(=O)[nH]1,51-21-8
D0281,C[C@H]1[C@H](c2ccccc2)OCCN1C,634-03-7 
D0282,C/N=C1/CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,58-25-3
D0283,NS(=O)(=O)c1cc2c(cc1Cl)N[C@H](C(Cl)Cl)NS2(=O)=O,133-67-5 
D0284,NS(=O)(=O)c1cc([C@@]2(O)NC(=O)c3ccccc32)ccc1Cl,77-36-1
D0285,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,50-56-6
D0286,N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-],51-49-0
D0287,CC[C@H](NC(C)C)[C@@H](O)c1ccc(O)c(O)c1,788763-51-9
D0288,N[C@@H]1C[C@H]1c1ccccc1,155-09-9 
D0289,CC[C@]1(C)CC(=O)NC1=O,77-67-8
D0290,CCC(=O)c1ccc2c(c1)N(C[C@@H](C)N(C)C)c1ccccc1S2,362-29-8 
D0291,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,64-86-8
D0292,CN[C@@H](C)[C@@H](O)c1ccccc1,90-82-4
D0293,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@@H](CO)c1ccccc1)C2,51-55-8
D0294,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,156-08-1 
D0295,Nc1nc(=S)c2[nH]cnc2[nH]1,154-42-7 
D0296,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2,51-55-8
D0297,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,915-30-0 
D0298,CCCCCCc1ccc(O)cc1O,7527-91-5
D0299,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,113-59-7 
D0300,CN1[C@@H](CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,135-07-9 
D0301,CCCC[C@H]1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,129-20-4 
D0303,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,129-03-3 
D0304,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,378-44-9 
D0305,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,987-24-6 
D0306,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,2152-44-5
D0307,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,865-21-4 
D0308,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,3902-71-4
D0309,CN(C)CCC=C1c2ccccc2CCc2ccccc21,50-48-6
D0310,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,723-46-6 
D0311,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,1420-55-9
D0312,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,67-73-2
D0313,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1524-88-5
D0314,C[N+]1(C)CC[C@@H](OC(=O)[C@@](O)(c2ccccc2)C2CCCC2)C1,596-51-0 
D0315,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,58-32-2
D0316,CN1[C@@H](CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,346-18-9 
D0317,O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,66-75-1
D0318,CC(C)(C(=O)c1cccnc1)c1cccnc1,54-36-4
D0319,CCc1cc(C(N)=S)ccn1,536-33-4 
D0320,COC(F)(F)C(Cl)Cl,76-38-0
D0321,NS(=O)(=O)c1cc2c(cc1Cl)N[C@H]([C@@H]1C[C@@H]3C=C[C@H]1C3)NS2(=O)=O,177468-84-7
D0322,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,396-01-0 
D0323,Cc1cc(C)cc(OC[C@H]2CNC(=O)O2)c1,1665-48-1
D0324,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,439-14-5 
D0325,CC[C@@H]1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,73-49-4
D0326,Nc1ccc(/N=N/c2ccccc2)c(N)n1,94-78-0
D0327,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,968-81-0 
D0328,C[C@@](N)(Cc1ccc(O)c(O)c1)C(=O)[O-],555-30-6 
D0329,CCOC(=O)[C@](C)(N)Cc1ccc(O)c(O)c1,2508-79-4
D0330,CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)N2C,25333-49-7 
D0331,C#CCN(C)Cc1ccccc1,555-57-7 
D0332,CC(=O)N[C@@H](CS)C(=O)[O-],616-91-1 
D0333,CNCCCN1c2ccccc2CCc2ccccc21,50-47-5
D0334,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,53-39-4
D0335,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,54-42-2
D0336,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,965-90-2 
D0337,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,57-22-7
D0338,C[n+]1ccccc1/C=N\O,6735-59-7
D0339,CCn1cc(C(=O)[O-])c(=O)c2ccc(C)nc21,389-08-2 
D0340,CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,26027-38-3 
D0341,CNCCC=C1c2ccccc2CCc2ccccc21,72-69-5
D0342,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)[O-],148-82-3 
D0343,CC(C)(N)Cc1ccc(Cl)cc1,461-78-9 
D0344,CCCN[C@H](C)C(=O)Nc1ccccc1C,721-50-6 
D0345,CCN1C[C@@H](CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,309-29-5 
D0346,Cc1cccc(Nc2ccccc2C(=O)[O-])c1C,61-68-7
D0347,NCCCCCC(=O)[O-],60-32-2
D0348,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,1156-19-0
D0349,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=N[C@H]1O,604-75-1 
D0350,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,52-86-8
D0351,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,651-06-9 
D0352,CNCCCC1c2ccccc2C=Cc2ccccc21,438-60-8 
D0353,N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,768-94-5 
D0354,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,297-76-7 
D0355,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,972-02-1 
D0356,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,548-73-2 
D0357,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,437-38-7 
D0358,COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,53-86-1
D0359,O=c1ncnc2[nH][nH]cc1-2,315-30-0 
D0360,COc1ccc(OC)c([C@H](O)CN)c1,3600-87-1
D0361,c1ccc2[nH]c(-c3cscn3)nc2c1,148-79-8 
D0362,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,637-07-0 
D0363,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12,968-93-4 
D0364,CCN(CC)CCOc1ccc(/C(=C(\Cl)c2ccccc2)c2ccccc2)cc1,911-45-5 
D0365,CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C,359-83-1 
D0366,CC(=O)OCC[N+](C)(C)C,51-84-3
D0367,O=C(CCBr)N1CCN(C(=O)CCBr)CC1,54-91-1
D0368,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,70-51-9
D0369,NS(=O)(=O)c1cc(C(=O)[O-])c(NCc2ccco2)cc1Cl,54-31-9
D0370,NC(=O)NO,127-07-1 
D0371,CC[C@@H](CO)NCCN[C@@H](CC)CO,74-55-5
D0373,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,2002-29-1
D0374,CC(=O)Nc1ccc(O)cc1,103-90-2 
D0375,CC(C)NC[C@H](O)COc1cccc2ccccc12,525-66-6 
D0376,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,3313-26-6
D0377,NC(=O)N1c2ccccc2C=Cc2ccccc21,298-46-4 
D0378,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,2668-66-8
D0379,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,465-65-6 
D0380,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,6533-00-2
D0381,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,17617-23-1 
D0382,NS(=O)(=O)c1cc2c(cc1Cl)N[C@H]([C@H]1C[C@H]3C=C[C@@H]1C3)NS2(=O)=O,134077-76-2
D0383,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,152-43-2 
D0384,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,15301-69-6 
D0385,CNNCc1ccc(C(=O)NC(C)C)cc1,671-16-9 
D0386,C[C@@H](CN(C)C)CN1c2ccccc2CCc2ccccc21,739-71-9 
D0387,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,147-94-4 
D0388,CN(C)CC/C=C1/c2ccccc2COc2ccccc21,1668-19-5
D0389,CN[C@]1(c2ccccc2Cl)CCCCC1=O,33643-46-8 
D0390,CCN(CC)C(=O)[C@@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@H]1OC(C)=O,23844-24-8 
D0391,NC1=NC(=O)[C@@H](c2ccccc2)O1,2152-34-3
D0392,Clc1ccc([C@@H](c2ccccc2Cl)C(Cl)Cl)cc1,53-19-0
D0393,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,356-12-7 
D0394,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)[O-],59-92-7
D0395,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)[O-])C(C)(C)CCC1,302-79-4 
D0396,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,50-91-9
D0397,Clc1cc(Cl)c(OCC#CI)cc1Cl,777-11-7 
D0398,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,175591-23-8
D0399,C[N+](C)(C)CCOC(N)=O,51-83-2
D0400,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,595-33-5 
D0401,O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1,16110-51-3 
D0402,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,364-98-7 
D0403,Nc1[nH]c(=O)ncc1F,2022-85-7
D0404,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,638-94-8 
D0405,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,15500-66-0 
D0406,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](Cc1ccccc1)C(N)=O,5534-95-2
D0407,FC(F)OC(F)(F)[C@@H](F)Cl,13838-16-9 
D0408,CCc1c(C)[nH]c2c1C(=O)[C@H](CN1CCOCC1)CC2,7416-34-4
D0409,O[C@@]1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,22232-71-9 
D0410,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,738-70-5 
D0411,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N[C@@H]1C,17560-51-9 
D0412,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,152-62-5 
D0413,NCCc1ccc(O)c(O)c1,51-61-6
D0414,Clc1cccc(Cl)c1N=C1NCCN1,4205-90-7
D0415,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,2955-38-6
D0416,O=NN(CCCl)C(=O)NCCCl,154-93-8 
D0417,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,92-13-7
D0418,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)[O-])[C@@H](O)C[C@H]1O,551-11-1 
D0419,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,19216-56-9 
D0420,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,7261-97-4
D0421,CC(C)N(CC[C@@](C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,3737-09-5
D0422,Clc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,22916-47-8 
D0423,CC(C)Cc1ccc([C@@H](C)C(=O)[O-])cc1,15687-27-1 
D0424,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,2062-78-4
D0425,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,31431-39-7 
D0426,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,1977-10-2
D0427,CCN(CC)CC#CCOC(=O)[C@](O)(c1ccccc1)C1CCCCC1,5633-20-5
D0428,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,138-56-7 
D0430,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,77-26-9
D0431,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,23288-49-5 
D0432,CNCCC[C@]12CC[C@H](c3ccccc31)c1ccccc12,10262-69-8 
D0433,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)[O-],28860-95-9 
D0434,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,3093-35-4
D0435,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,17230-88-5 
D0436,C[C@H](C(=O)[O-])c1cccc(Oc2ccccc2)c1,29679-58-1 
D0437,CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,17784-12-2 
D0438,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,5534-09-8
D0439,FC(F)O[C@@H](Cl)C(F)(F)F,26675-46-7 
D0440,CN(C)N/N=C1\N=CN=C1C(N)=O,4342-03-4
D0441,CCN(CC)CC#CCOC(=O)[C@@](O)(c1ccccc1)C1CCCCC1,5633-20-5
D0442,COc1ccc2cc([C@H](C)C(=O)[O-])ccc2c1,22204-53-1 
D0443,O=NN(CCCl)C(=O)NC1CCCCC1,13010-47-4 
D0444,Oc1c(Cl)cc(Cl)c2cccnc12,773-76-2 
D0445,C[C@@H](C(=O)[O-])c1cccc(Oc2ccccc2)c1,29679-58-1 
D0446,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,23593-75-1 
D0447,FC(F)O[C@H](Cl)C(F)(F)F,26675-46-7 
D0448,Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1,26171-23-3 
D0449,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,4618-18-2
D0450,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,53179-11-6 
D0451,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,23092-17-3 
D0452,N#CC(CCN1CCC(C(=O)[O-])(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,28782-42-5 
D0453,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,29094-61-9 
D0454,NC(=O)CC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O,11000-17-2 
D0455,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=N[C@@H]1O,846-49-1 
D0456,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)[O-],363-24-6 
D0457,C[C@@H](CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,34368-04-2 
D0458,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,303-53-7 
D0459,CC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-],2809-21-4
D0460,NC[C@@H](CC(=O)[O-])c1ccc(Cl)cc1,1134-47-0
D0461,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,364-62-5 
D0462,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,382-67-2 
D0463,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,42408-82-2 
D0464,COCCc1ccc(OC[C@H](O)CNC(C)C)cc1,37350-58-6 
D0465,C[C@](N)(Cc1ccc(O)cc1)C(=O)[O-],672-87-7 
D0466,CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,51-34-3
D0467,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,28911-01-5 
D0468,CC1=C(CC(=O)[O-])c2cc(F)ccc2/C1=C\c1ccc([S@](C)=O)cc1,38194-50-2 
D0469,C/N=C(\NC#N)NCCSCc1nc[nH]c1C,51481-61-9 
D0470,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,25614-03-3 
D0471,COCCc1ccc(OC[C@@H](O)CNC(C)C)cc1,37350-58-6 
D0472,CC(C)(C)NC[C@H](O)COc1cccc2c1C[C@H](O)[C@H](O)C2,42200-33-9 
D0473,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,10540-29-1 
D0475,CCCCC[C@@](C)(O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)[O-])[C@@H](O)C[C@H]1O,35700-23-3 
D0476,Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl,644-62-2 
D0477,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,26839-75-8 
D0478,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,14028-44-5 
D0479,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,20594-83-6 
D0480,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,32222-06-3 
D0481,NC(N)=NC[C@@H]1COC2(CCCCC2)O1,40580-59-4 
D0482,CC(C)(C)NC[C@@H](O)COc1cccc2c1C[C@H](O)[C@H](O)C2,42200-33-9 
D0483,CCn1nc(C(=O)[O-])c(=O)c2cc3c(cc21)OCO3,28657-80-9 
D0485,CCCC(CCC)C(=O)[O-],99-66-1
D0486,NC(N)=NC[C@H]1COC2(CCCCC2)O1,40580-59-4 
D0487,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,51022-69-6 
D0488,CN1/C(=C(/O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,36322-90-4 
D0489,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,3385-03-3
D0490,[H]/N=c1\nc(N2CCCCC2)cc(N)n1O,38304-91-5 
D0491,CN1C(=O)[C@@H](O)N=C(c2ccccc2)c2cc(Cl)ccc21,846-50-4 
D0492,C=CCOc1ccccc1OC[C@@H](O)CNC(C)C,6452-71-7
D0493,NC(=[NH2+])NC(=O)c1nc(Cl)c(N)nc1N,2609-46-3
D0494,CC[C@]1(c2ccc(N)cc2)CCC(=O)NC1=O,125-84-8 
D0495,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,19794-93-5 
D0496,CCCCNc1cc(C(=O)[O-])cc(S(N)(=O)=O)c1Oc1ccccc1,28395-03-1 
D0497,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,33125-97-2 
D0498,CNC[C@H](O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,52365-63-6 
D0499,CC(C)NC[C@H](O)COc1ccc(CC(N)=O)cc1,29122-68-7 
D0500,Cc1cccc(C)c1NC(=O)[C@@H](C)N,41708-72-9 
D0501,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,28981-97-7 
D0502,CC(C)NC[C@@H](O)COc1cccc2[nH]ccc12,13523-86-9 
D0503,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,70-00-8
D0504,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)[O-],62571-86-2 
D0505,COc1ccc(CCN(C)CCC[C@@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,52-53-9
D0506,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,52485-79-7 
